Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Kharif     ,Chhattisgarh,1274.7,41274.42,1.803333333,West,Silt,Wheat,470.83185,21.80732751,18.37,82.11,TRUE,FALSE,Cloudy,106,4.655484591
Rabi       ,Chhattisgarh,1274.7,5262.51,0.327391304,South,Loam,Wheat,983.8638118,16.75709577,18.28,82.79,TRUE,TRUE,Sunny,92,7.194149819
Kharif     ,Chhattisgarh,1274.7,373.89,1.97,South,Silt,Soybean,434.1426029,27.93709753,18.35,85.07,FALSE,FALSE,Sunny,77,2.173382397
Kharif     ,Chhattisgarh,1274.7,2904.99,0.271481481,South,Loam,Soybean,353.7898734,39.49212784,18.49,84.12,FALSE,FALSE,Sunny,68,2.218332936
Rabi       ,Chhattisgarh,1274.7,2515.26,0.231304348,East,Clay,Soybean,377.5963051,27.18359751,18.41,84.54,FALSE,FALSE,Cloudy,70,3.065827877
Kharif     ,Chhattisgarh,1274.7,20974.47,0.205882353,South,Peaty,Wheat,763.8114757,32.28945895,18.34,84.63,FALSE,FALSE,Cloudy,73,4.726577409
Whole Year ,Chhattisgarh,1274.7,1586.64,8.960869565,South,Peaty,Cotton,322.5954961,21.43613881,18.43,85.43,FALSE,TRUE,Sunny,148,4.331787639
Rabi       ,Chhattisgarh,1274.7,896.61,0.184090909,South,Loam,Cotton,497.121525,19.75355065,18.43,83.4,TRUE,FALSE,Rainy,89,4.84898282
Kharif     ,Chhattisgarh,1274.7,3285.81,0.247692308,East,Peaty,Wheat,590.8448743,29.50590424,18.22,82.11,FALSE,FALSE,Sunny,115,3.824889001
Rabi       ,Chhattisgarh,1274.7,4403.19,0.3672,North,Peaty,Barley,596.8416453,24.62100423,18.38,82.79,TRUE,FALSE,Rainy,128,5.060759794
Kharif     ,Chhattisgarh,1274.7,658.35,6.859166667,East,Sandy,Cotton,631.5081199,22.68427242,18.37,85.07,FALSE,FALSE,Sunny,70,3.893545813
Rabi       ,Chhattisgarh,1274.7,3472.26,6.647727273,West,Silt,Maize,252.2382666,21.97882428,18.19,84.12,FALSE,TRUE,Rainy,63,3.184015051
Kharif     ,Chhattisgarh,1274.7,2521.2,0.235,South,Peaty,Soybean,705.8277568,16.13370924,18.27,84.54,FALSE,TRUE,Cloudy,118,5.351960817
Rabi       ,Chhattisgarh,1274.7,15366.12,0.51037037,West,Clay,Maize,882.1630594,33.21339104,18.58,84.63,FALSE,TRUE,Sunny,120,6.439879843
Kharif     ,Chhattisgarh,1274.7,1331781,1.92962963,East,Silt,Soybean,593.3643874,31.87273793,18.67,85.43,FALSE,FALSE,Rainy,114,4.741687071
Rabi       ,Chhattisgarh,1274.7,438.57,0.321818182,North,Peaty,Maize,457.9412803,36.98475625,18.5,84.36,FALSE,FALSE,Rainy,139,2.913959744
Kharif     ,Chhattisgarh,1274.7,462.99,0.3145,North,Loam,Cotton,789.4882591,31.69952021,18.51,83.43,FALSE,FALSE,Sunny,106,4.370025492
Kharif     ,Chhattisgarh,1274.7,5780.61,0.44962963,South,Silt,Maize,860.703231,34.47472685,17.72,84.39,TRUE,FALSE,Cloudy,97,6.645669167
Kharif     ,Chhattisgarh,1274.7,38341.05,0.24,North,Chalky,Wheat,618.1701976,34.04538665,17.54,84.24,FALSE,FALSE,Sunny,129,3.555410981
Kharif     ,Chhattisgarh,1274.7,33927.63,0.799565217,East,Chalky,Soybean,266.2480547,24.22983861,17.81,85.33,TRUE,TRUE,Sunny,114,4.35765451
Whole Year ,Chhattisgarh,1274.7,4109.49,6.040869565,East,Peaty,Cotton,437.0452271,15.91179157,17.61,85.45,TRUE,TRUE,Sunny,103,6.044540658
Kharif     ,Chhattisgarh,1274.7,951.39,0.370526316,North,Clay,Wheat,703.2440319,23.22192978,17.61,85.77,TRUE,TRUE,Cloudy,125,5.423682743
Whole Year ,Chhattisgarh,1274.7,842.49,5.429230769,South,Loam,Rice,325.0565567,35.94335874,17.7,85.76,TRUE,TRUE,Cloudy,115,6.138035264
Whole Year ,Chhattisgarh,1274.7,10.89,0.625,South,Sandy,Soybean,990.0750974,15.49494047,18.09,84.36,TRUE,TRUE,Cloudy,70,8.135091119
Whole Year ,Chhattisgarh,1274.7,620.4,1.030416667,East,Clay,Cotton,354.1543793,32.09151663,18.3,84.03,FALSE,TRUE,Rainy,68,4.123986134
Kharif     ,Chhattisgarh,1274.7,30562.29,0.335555556,North,Chalky,Rice,653.2142347,19.37197356,17.8,86.04,FALSE,FALSE,Rainy,117,3.653957595
Rabi       ,Chhattisgarh,1274.7,1074.48,0.272380952,East,Peaty,Rice,196.0762717,26.33001928,17.94,85.98,TRUE,FALSE,Cloudy,85,1.979322915
Rabi       ,Chhattisgarh,1274.7,34054.35,1.745384615,East,Peaty,Maize,358.7312585,15.55286745,18.03,86.02,FALSE,TRUE,Rainy,78,2.538019726
Kharif     ,Gujarat,605.6,72541.59,1.097142857,West,Loam,Cotton,593.4121658,39.65461808,18.01,84.48,FALSE,FALSE,Sunny,121,4.741055165
Kharif     ,Gujarat,605.6,59017.266,1.586153846,East,Peaty,Maize,339.6402224,19.81083876,18.15,85.54,TRUE,TRUE,Rainy,144,4.725415475
Summer     ,Gujarat,605.6,90478.08,2.562333333,South,Chalky,Soybean,105.1453355,28.08974882,18.19,85.16,TRUE,TRUE,Cloudy,111,4.249052934
Whole Year ,Gujarat,605.6,8906.37,67.33181818,North,Clay,Wheat,763.3667106,39.55067546,18.38,84.92,TRUE,TRUE,Rainy,88,9.040922896
Kharif     ,Gujarat,605.6,228863.91,2.158,North,Chalky,Maize,627.4191559,20.31770687,18.18,86.09,TRUE,FALSE,Sunny,138,5.105966936
Kharif     ,Gujarat,605.6,951651.69,3.495666667,West,Peaty,Barley,514.7723218,21.78465482,18.2,86.03,FALSE,FALSE,Rainy,126,3.579711178
Whole Year ,Gujarat,605.6,3794.34,0.944444444,West,Sandy,Barley,143.943818,34.10732469,18.7,86.1,FALSE,TRUE,Rainy,118,2.683858603
Whole Year ,Gujarat,605.6,2588.52,5.896,South,Clay,Cotton,385.2743897,26.15217916,18.24,85.51,TRUE,TRUE,Rainy,138,5.362972886
Rabi       ,Gujarat,605.6,54114.72,1.0378125,West,Clay,Cotton,732.1817341,20.87661349,18.31,84.23,FALSE,FALSE,Sunny,121,4.37190104
Kharif     ,Gujarat,605.6,439585.08,2.047096774,East,Peaty,Rice,337.4523996,20.65503507,18.4,85.42,FALSE,FALSE,Rainy,149,2.55925837
Summer     ,Gujarat,605.6,16894.68,1.799032258,East,Silt,Maize,742.0273539,33.64677961,18.22,84.98,TRUE,TRUE,Cloudy,82,8.441629958
Whole Year ,Gujarat,605.6,91518.9,0.772222222,South,Silt,Cotton,396.7255373,19.26491032,18.37,84.67,TRUE,TRUE,Cloudy,143,4.559219867
Kharif     ,Gujarat,605.6,11862.18,1.198235294,North,Silt,Maize,469.0842462,34.01526703,18.28,83.44,TRUE,FALSE,Rainy,74,4.280438948
Rabi       ,Gujarat,605.6,11116.05,1.308235294,South,Chalky,Wheat,987.7839201,39.25762057,18.35,83.65,TRUE,TRUE,Rainy,95,7.558750683
Kharif     ,Gujarat,605.6,101900.04,1.409090909,West,Peaty,Barley,428.1921004,18.83774123,18.49,83.45,TRUE,TRUE,Rainy,78,5.648014357
Rabi       ,Gujarat,605.6,26289.12,1.969375,North,Loam,Rice,832.5783517,26.05465583,18.41,85.48,TRUE,FALSE,Sunny,86,6.66028604
Summer     ,Gujarat,605.6,1943.7,1.847857143,North,Sandy,Cotton,230.7767114,27.92134015,18.34,84.85,TRUE,TRUE,Cloudy,60,4.133369206
Kharif     ,Gujarat,605.6,27163.62,0.5490625,North,Chalky,Soybean,557.070301,18.95212348,18.43,83.52,FALSE,FALSE,Rainy,63,2.93662681
Summer     ,Gujarat,605.6,11874.72,0.526,West,Silt,Cotton,741.8709634,24.13213772,18.43,83.4,FALSE,TRUE,Sunny,72,5.633964385
Kharif     ,Gujarat,605.6,3356.1,0.463913043,East,Sandy,Cotton,394.5132981,32.83645245,18.22,82.11,TRUE,TRUE,Cloudy,131,4.469759529
Rabi       ,Gujarat,605.6,12806.97,28.18724138,East,Loam,Wheat,497.394443,21.54564825,18.38,82.79,FALSE,FALSE,Cloudy,120,2.614985709
Summer     ,Gujarat,605.6,2701.05,26.506,West,Peaty,Cotton,104.1738183,21.48604287,18.37,85.07,FALSE,TRUE,Cloudy,125,2.995952634
Rabi       ,Gujarat,605.6,5766.42,0.693888889,West,Loam,Cotton,563.3559993,16.2535302,18.19,84.12,FALSE,FALSE,Cloudy,108,2.353817692
Kharif     ,Gujarat,605.6,1388.31,0.593333333,South,Peaty,Maize,815.5426453,28.75924295,18.27,84.54,TRUE,FALSE,Sunny,120,5.888733768
Kharif     ,Gujarat,605.6,3309.24,0.444782609,South,Loam,Maize,365.2495957,32.10708689,18.58,84.63,FALSE,FALSE,Rainy,90,2.276075767
Whole Year ,Gujarat,605.6,33548.79,25.4975,East,Loam,Barley,375.6991476,25.7905049,18.67,85.43,TRUE,TRUE,Rainy,78,5.256091264
Kharif     ,Gujarat,605.6,6625.74,0.83,West,Chalky,Soybean,400.2565965,31.2268871,18.5,84.36,TRUE,FALSE,Sunny,110,3.891761762
Rabi       ,Gujarat,605.6,61052.64,1.730357143,South,Loam,Maize,427.1669153,29.5127228,18.51,83.43,FALSE,TRUE,Rainy,134,3.49959969
Kharif     ,Gujarat,605.6,251857.65,1.867368421,West,Sandy,Rice,191.0900701,28.67888373,17.72,84.39,TRUE,FALSE,Rainy,116,2.895269152
Summer     ,Gujarat,605.6,10308.54,3.144166667,West,Sandy,Wheat,483.0011252,25.72425061,17.54,84.24,TRUE,FALSE,Sunny,128,4.378482079
Kharif     ,Gujarat,605.6,45291.51,0.553,East,Sandy,Cotton,835.6026588,16.65200437,17.81,85.33,FALSE,TRUE,Rainy,81,5.496318669
Summer     ,Gujarat,605.6,17589.33,0.470740741,East,Silt,Barley,534.8718912,21.51956475,17.61,85.45,FALSE,TRUE,Cloudy,142,4.666388901
Rabi       ,Gujarat,605.6,5012.37,1.34,West,Chalky,Rice,847.9838909,37.53902828,17.61,85.77,TRUE,FALSE,Cloudy,102,6.038471574
Kharif     ,Gujarat,605.6,19155.51,0.727333333,North,Peaty,Maize,272.7389116,37.86847411,17.7,85.76,TRUE,TRUE,Sunny,140,4.802597989
Whole Year ,Gujarat,605.6,68822.49,69.400625,North,Peaty,Maize,477.6886056,22.42335233,18.09,84.36,FALSE,TRUE,Rainy,68,4.433329668
Kharif     ,Gujarat,605.6,15888.84,1.7825,West,Clay,Rice,769.818623,15.34205342,18.3,84.03,TRUE,TRUE,Sunny,74,7.141738334
Rabi       ,Gujarat,605.6,37886.97,1.612222222,East,Loam,Barley,796.7293481,20.88391779,17.8,86.04,TRUE,FALSE,Rainy,69,5.308445096
Kharif     ,Gujarat,605.6,22385.55,0.735625,North,Sandy,Barley,444.9843135,15.89451681,17.94,85.98,FALSE,FALSE,Cloudy,131,2.627663778
Summer     ,Gujarat,605.6,445.83,0.715,East,Sandy,Maize,567.6620481,23.96228847,18.03,86.02,FALSE,TRUE,Rainy,84,4.25318766
Rabi       ,Gujarat,605.6,386578.17,2.8178125,North,Silt,Rice,466.1258948,18.97018995,18.01,84.48,TRUE,FALSE,Rainy,95,4.013352821
Kharif     ,Haryana,301.3,1980,0.955454545,West,Chalky,Cotton,176.9924342,28.7934174,18.15,85.54,FALSE,FALSE,Cloudy,122,1.376993498
Kharif     ,Haryana,301.3,129690,1.869411765,South,Silt,Maize,334.1450443,18.59548297,18.19,85.16,FALSE,FALSE,Sunny,138,1.782554123
Rabi       ,Haryana,301.3,11550,2.976363636,South,Chalky,Wheat,578.5649627,33.7010566,18.38,84.92,FALSE,TRUE,Rainy,145,5.359196074
Kharif     ,Haryana,301.3,165,0.89,East,Sandy,Soybean,957.9694583,35.94161306,18.18,86.09,FALSE,FALSE,Rainy,133,5.298353358
Whole Year ,Haryana,301.3,714.78,2.171428571,East,Clay,Barley,292.6110849,23.00783789,18.2,86.03,FALSE,TRUE,Cloudy,70,3.181227422
Kharif     ,Haryana,301.3,213510,2.907692308,North,Peaty,Maize,277.660236,32.69547899,18.7,86.1,FALSE,FALSE,Sunny,101,1.487062014
Whole Year ,Haryana,301.3,1102.86,10.69666667,West,Loam,Barley,663.202854,16.30574995,18.24,85.51,TRUE,FALSE,Sunny,86,5.591259967
Whole Year ,Haryana,301.3,94.05,13.93333333,North,Chalky,Wheat,332.0508231,17.45573852,18.31,84.23,FALSE,FALSE,Rainy,104,2.01603224
Rabi       ,Haryana,301.3,21120,0.695,West,Chalky,Rice,302.9792282,30.76434741,18.4,85.42,TRUE,TRUE,Cloudy,84,4.873217713
Kharif     ,Haryana,301.3,1221,1.16,West,Loam,Soybean,800.4588462,38.4174366,18.22,84.98,TRUE,FALSE,Cloudy,123,6.376335353
Kharif     ,Haryana,301.3,99,1,East,Chalky,Soybean,390.4025782,33.48072038,18.37,84.67,FALSE,TRUE,Sunny,120,4.223205911
Kharif     ,Haryana,301.3,17490,0.405555556,South,Sandy,Soybean,527.9972129,39.46167638,18.28,83.44,TRUE,FALSE,Sunny,74,5.673309298
Kharif     ,Haryana,301.3,2970,2,South,Loam,Rice,824.6798946,27.3850585,18.35,83.65,FALSE,TRUE,Cloudy,72,5.602257727
Rabi       ,Haryana,301.3,660,0.871428571,East,Clay,Soybean,156.9819146,28.22262657,18.49,83.45,FALSE,FALSE,Sunny,146,1.980248534
Kharif     ,Haryana,301.3,2211,0.44,South,Loam,Soybean,864.2609135,36.04818365,18.41,85.48,FALSE,TRUE,Rainy,113,6.302953706
Kharif     ,Haryana,301.3,132,0.5,East,Peaty,Soybean,249.0949615,35.48310126,18.34,84.85,FALSE,FALSE,Sunny,142,2.479067859
Whole Year ,Haryana,301.3,9467.04,22.56047619,North,Sandy,Cotton,426.5600338,29.56302999,18.43,83.52,FALSE,TRUE,Rainy,147,3.183233354
Kharif     ,Haryana,301.3,4851.99,7.4015,West,Peaty,Barley,929.0887905,36.28586311,18.43,83.4,FALSE,FALSE,Rainy,148,5.196867847
Rabi       ,Haryana,301.3,462,1.666666667,South,Peaty,Cotton,172.2622083,30.44398516,18.22,82.11,FALSE,TRUE,Sunny,83,2.484151923
Whole Year ,Haryana,301.3,9944.22,23.752,South,Clay,Barley,280.9566246,34.39621323,18.38,82.79,TRUE,FALSE,Rainy,105,3.501599196
Rabi       ,Haryana,301.3,158400,1.211052632,North,Sandy,Wheat,268.4911234,35.15876002,18.37,85.07,FALSE,TRUE,Cloudy,142,2.65387927
Kharif     ,Haryana,301.3,421410,2.9465,North,Sandy,Cotton,231.2964942,38.23592572,18.19,84.12,FALSE,TRUE,Sunny,140,2.752005322
Kharif     ,Haryana,301.3,561,0.385,South,Sandy,Rice,216.7556779,29.55449862,18.27,84.54,FALSE,FALSE,Rainy,107,1.842716721
Whole Year ,Haryana,301.3,31350,72.15153846,South,Silt,Cotton,931.9278001,15.36662032,18.58,84.63,FALSE,FALSE,Sunny,80,4.061388538
Kharif     ,Haryana,301.3,2343,3.083333333,East,Sandy,Rice,626.949523,16.93697117,18.67,85.43,TRUE,FALSE,Rainy,121,6.045275061
Whole Year ,Haryana,301.3,1005.18,11.8825,East,Silt,Soybean,292.7295203,25.44019449,18.5,84.36,FALSE,FALSE,Rainy,91,2.327102294
Kharif     ,Haryana,301.3,429,0.358,South,Chalky,Barley,498.5361413,23.00353368,18.51,83.43,TRUE,TRUE,Sunny,109,5.588405875
Rabi       ,Haryana,301.3,867240,3.782857143,East,Peaty,Maize,312.1804391,35.64622532,17.72,84.39,FALSE,FALSE,Sunny,124,2.069978759
Rabi       ,Haryana,301.3,330,1,North,Peaty,Rice,624.9156976,27.28611626,17.54,84.24,FALSE,FALSE,Rainy,114,2.813600046
Kharif     ,Himachal Pradesh,1019.9,6.6,0.243333333,West,Clay,Cotton,606.7589339,24.84808019,17.81,85.33,TRUE,TRUE,Sunny,133,6.302115081
Kharif     ,Himachal Pradesh,1019.9,216.81,0.518,East,Peaty,Wheat,779.8329414,19.75523076,17.61,85.45,FALSE,FALSE,Sunny,86,4.136269489
Rabi       ,Himachal Pradesh,1019.9,6723.42,1.818181818,West,Loam,Cotton,364.8958867,28.83241036,17.61,85.77,TRUE,TRUE,Cloudy,93,5.67353413
Rabi       ,Himachal Pradesh,1019.9,56.76,0.24,East,Chalky,Maize,156.7050365,17.51939748,17.7,85.76,FALSE,FALSE,Cloudy,62,0.896119987
Kharif     ,Himachal Pradesh,1019.9,1.32,0.39,South,Clay,Cotton,379.2848543,22.92010621,18.09,84.36,TRUE,TRUE,Sunny,73,5.383714033
Kharif     ,Himachal Pradesh,1019.9,153.78,0.335,East,Peaty,Maize,219.60559,22.1515808,18.3,84.03,FALSE,FALSE,Rainy,148,1.849246482
Rabi       ,Himachal Pradesh,1019.9,1520.64,1.084,West,Clay,Soybean,556.4831492,17.07162684,17.8,86.04,TRUE,TRUE,Cloudy,86,5.828114414
Kharif     ,Himachal Pradesh,1019.9,707.52,6.611,West,Peaty,Cotton,932.6786927,36.37635532,17.94,85.98,TRUE,FALSE,Sunny,133,6.341842739
Rabi       ,Himachal Pradesh,1019.9,131.67,0.813333333,South,Silt,Soybean,335.8847274,35.42715634,18.03,86.02,FALSE,FALSE,Sunny,134,2.506566371
Kharif     ,Himachal Pradesh,1019.9,14.52,0.7175,West,Silt,Barley,845.8432224,19.02420336,18.01,84.48,FALSE,FALSE,Rainy,61,4.097063866
Kharif     ,Himachal Pradesh,1019.9,485.76,0.375,South,Chalky,Maize,856.9624379,39.57599507,18.15,85.54,TRUE,FALSE,Sunny,80,6.646139759
Rabi       ,Himachal Pradesh,1019.9,224.4,0.235,South,Silt,Maize,746.3090666,35.66398799,18.19,85.16,TRUE,FALSE,Cloudy,117,6.045947942
Kharif     ,Himachal Pradesh,1019.9,95437.32,1.985,West,Chalky,Wheat,295.4726432,27.32988743,18.38,84.92,TRUE,FALSE,Rainy,135,4.217179592
Rabi       ,Himachal Pradesh,1019.9,157.41,0.604444444,North,Loam,Rice,959.3528827,23.71071771,18.18,86.09,TRUE,TRUE,Cloudy,137,7.60017344
Kharif     ,Himachal Pradesh,1019.9,73.26,0.485714286,West,Clay,Cotton,153.4122728,17.93141497,18.2,86.03,TRUE,FALSE,Sunny,60,2.91077063
Kharif     ,Himachal Pradesh,1019.9,4.62,0.246666667,West,Clay,Rice,557.2777196,15.06077838,18.7,86.1,TRUE,TRUE,Sunny,120,6.592775525
Rabi       ,Himachal Pradesh,1019.9,265.98,9.471,East,Clay,Maize,328.5935069,23.83033819,18.24,85.51,TRUE,TRUE,Cloudy,123,5.37653719
Kharif     ,Himachal Pradesh,1019.9,2039.4,0.843333333,West,Silt,Maize,730.4139947,35.13989256,18.31,84.23,FALSE,TRUE,Rainy,113,6.007816859
Kharif     ,Himachal Pradesh,1019.9,449.13,1.296666667,East,Clay,Maize,297.7056814,28.44345775,18.4,85.42,TRUE,FALSE,Sunny,140,3.315076664
Rabi       ,Himachal Pradesh,1019.9,673.2,0.3275,East,Chalky,Soybean,513.9160231,30.38429204,18.22,84.98,TRUE,FALSE,Rainy,74,5.483010586
Kharif     ,Himachal Pradesh,1019.9,2160.84,10.461,West,Clay,Soybean,429.9819243,35.49884265,18.37,84.67,TRUE,TRUE,Rainy,84,5.673345237
Rabi       ,Himachal Pradesh,1019.9,1171.83,4.698,South,Silt,Barley,808.4359448,22.34776295,18.28,83.44,FALSE,FALSE,Cloudy,104,4.665189432
Kharif     ,Himachal Pradesh,1019.9,629.64,0.828571429,North,Sandy,Rice,248.2679923,23.0643141,18.35,83.65,FALSE,FALSE,Rainy,60,2.562522817
Rabi       ,Himachal Pradesh,1019.9,2846.58,0.491818182,West,Sandy,Barley,944.3333654,27.47337859,18.49,83.45,TRUE,TRUE,Cloudy,95,8.201397665
Kharif     ,Himachal Pradesh,1019.9,23885.4,1.72,West,Sandy,Barley,667.7687608,35.69832162,18.41,85.48,TRUE,FALSE,Rainy,144,5.728098553
Kharif     ,Himachal Pradesh,1019.9,659.34,0.348888889,South,Peaty,Cotton,491.285149,29.20592431,18.34,84.85,FALSE,FALSE,Rainy,123,3.664655709
Kharif     ,Himachal Pradesh,1019.9,1360.26,0.738571429,East,Chalky,Wheat,502.4702625,15.64741563,18.43,83.52,FALSE,TRUE,Sunny,84,3.423465099
Kharif     ,Himachal Pradesh,1019.9,208.89,1.288571429,South,Silt,Maize,533.8816765,35.76842155,18.43,83.4,FALSE,FALSE,Rainy,72,3.042989599
Whole Year ,Himachal Pradesh,1019.9,528,26.19142857,South,Loam,Soybean,158.7922781,31.20696679,18.22,82.11,FALSE,FALSE,Rainy,134,1.026851059
Kharif     ,Himachal Pradesh,1019.9,0.264,1.435,East,Chalky,Barley,895.6343819,15.69177604,18.38,82.79,TRUE,TRUE,Cloudy,118,7.07005643
Kharif     ,Himachal Pradesh,1019.9,84.48,0.512857143,West,Chalky,Barley,682.4102367,23.65815844,18.37,85.07,TRUE,FALSE,Cloudy,132,4.851835323
Kharif     ,Himachal Pradesh,1019.9,2422.86,0.453636364,South,Loam,Soybean,299.8062694,15.91171173,18.19,84.12,FALSE,FALSE,Sunny,116,1.302472255
Rabi       ,Himachal Pradesh,1019.9,114030.84,1.846666667,South,Sandy,Barley,992.9556502,24.9665554,18.27,84.54,TRUE,FALSE,Cloudy,60,6.86223596
Kharif     ,Madhya Pradesh,891.2,171600,0.934583333,West,Loam,Maize,340.265736,22.83397227,18.58,84.63,FALSE,TRUE,Cloudy,69,3.593073679
Kharif     ,Madhya Pradesh,891.2,74250,1.620869565,West,Silt,Barley,481.9197733,37.12939274,18.67,85.43,TRUE,FALSE,Sunny,103,5.025004266
Kharif     ,Madhya Pradesh,891.2,13860,1.300967742,North,Loam,Soybean,928.55178,16.81318777,18.5,83.4,FALSE,FALSE,Rainy,100,5.183596019
Kharif     ,Madhya Pradesh,891.2,210210,0.912777778,South,Silt,Wheat,311.7371591,18.35050079,18.51,82.11,TRUE,FALSE,Rainy,131,3.727343844
Rabi       ,Madhya Pradesh,891.2,922680,0.976470588,North,Sandy,Barley,833.2449546,23.35874074,17.72,82.79,TRUE,FALSE,Sunny,66,6.531338079
Kharif     ,Madhya Pradesh,891.2,70620,1.505769231,East,Loam,Barley,364.1022763,30.52758041,17.54,85.07,TRUE,FALSE,Cloudy,141,5.593604366
Kharif     ,Madhya Pradesh,891.2,4620,0.526,West,Peaty,Barley,960.7151042,23.56973177,17.81,84.12,FALSE,FALSE,Cloudy,86,5.24876154
Kharif     ,Madhya Pradesh,891.2,72600,1.541428571,West,Loam,Rice,231.2170525,22.53802211,17.61,84.54,TRUE,TRUE,Cloudy,65,4.198111319
Rabi       ,Madhya Pradesh,891.2,23760,0.69,North,Sandy,Wheat,846.5397268,35.56710673,17.61,84.63,FALSE,TRUE,Rainy,97,6.270512575
Kharif     ,Madhya Pradesh,891.2,373230,2.093061224,South,Peaty,Wheat,882.755243,26.67452072,17.7,85.43,TRUE,FALSE,Sunny,131,6.409026827
Rabi       ,Madhya Pradesh,891.2,165660,0.712162162,East,Sandy,Wheat,135.0329216,31.76135726,18.09,84.36,FALSE,TRUE,Rainy,112,1.667259042
Kharif     ,Madhya Pradesh,891.2,49170,0.437209302,South,Chalky,Rice,921.8397719,38.60618268,18.3,83.43,FALSE,FALSE,Cloudy,101,5.110832181
Kharif     ,Madhya Pradesh,891.2,13860,0.478333333,South,Peaty,Rice,529.1572185,33.8761027,17.8,84.39,TRUE,TRUE,Rainy,138,5.732605875
Rabi       ,Madhya Pradesh,891.2,71280,1.286410256,North,Clay,Soybean,594.313386,23.6010141,17.94,84.24,FALSE,FALSE,Cloudy,105,3.669263865
Rabi       ,Madhya Pradesh,891.2,202620,0.93,South,Chalky,Soybean,248.3853151,21.27522255,18.03,85.33,FALSE,TRUE,Rainy,135,3.294635466
Kharif     ,Madhya Pradesh,891.2,678810,1.663488372,North,Silt,Barley,499.765091,30.3627869,18.01,85.45,TRUE,FALSE,Sunny,72,4.306112504
Rabi       ,Madhya Pradesh,891.2,6270,0.615,West,Clay,Maize,984.9437823,31.96218988,18.15,85.77,TRUE,TRUE,Rainy,91,8.755012462
Whole Year ,Madhya Pradesh,891.2,112530,0.446764706,West,Peaty,Wheat,186.8485833,33.69892346,18.19,85.76,TRUE,TRUE,Sunny,148,4.631050156
Kharif     ,Madhya Pradesh,891.2,40260,0.490833333,West,Loam,Barley,601.257529,20.61515752,18.38,84.36,TRUE,FALSE,Sunny,137,4.824304703
Kharif     ,Madhya Pradesh,891.2,1838430,1.189583333,East,Chalky,Soybean,534.9539424,21.8381739,18.18,84.03,FALSE,TRUE,Rainy,86,4.364480283
Whole Year ,Madhya Pradesh,891.2,33660,32.1559375,East,Loam,Soybean,202.8672201,19.78511057,18.2,86.04,FALSE,FALSE,Rainy,140,1.096215635
Kharif     ,Madhya Pradesh,891.2,277530,0.5156,South,Silt,Barley,128.7045458,25.32148983,18.7,85.98,TRUE,TRUE,Rainy,99,3.796336388
Rabi       ,Madhya Pradesh,891.2,1979670,2.904705882,North,Clay,Barley,179.0956858,36.84687079,18.24,86.02,TRUE,TRUE,Cloudy,118,4.257077181
Kharif     ,Maharashtra,1001.6,399366,0.313529412,South,Sandy,Maize,881.3273628,17.74766881,18.31,84.48,TRUE,TRUE,Cloudy,118,7.700395087
Kharif     ,Maharashtra,1001.6,285384,0.451052632,West,Peaty,Wheat,194.4005167,33.22670133,18.4,85.54,FALSE,TRUE,Sunny,100,2.664794764
Kharif     ,Maharashtra,1001.6,5709,0.188571429,South,Loam,Barley,502.0078154,33.48962174,18.22,85.16,FALSE,TRUE,Rainy,86,4.777525507
Kharif     ,Maharashtra,1001.6,1382667,0.9664,South,Peaty,Soybean,713.7676838,18.93516752,18.37,84.92,TRUE,TRUE,Rainy,138,6.84017135
Rabi       ,Maharashtra,1001.6,471075,0.731612903,South,Clay,Barley,896.7789105,19.34578387,18.28,86.09,TRUE,FALSE,Rainy,147,5.817472959
Kharif     ,Maharashtra,1001.6,80454,0.643636364,West,Peaty,Barley,519.422531,23.09519109,18.35,86.03,TRUE,FALSE,Rainy,138,4.922276576
Summer     ,Maharashtra,1001.6,27291,1.4928,North,Clay,Maize,134.5876311,32.16486525,18.49,86.1,FALSE,FALSE,Sunny,146,0.013089868
Kharif     ,Maharashtra,1001.6,224433,0.95625,South,Sandy,Rice,668.3046281,37.57727561,18.41,85.51,FALSE,FALSE,Sunny,101,3.090842479
Rabi       ,Maharashtra,1001.6,860673,0.717307692,West,Silt,Rice,322.1063951,22.93736966,18.34,84.23,FALSE,TRUE,Rainy,81,3.560510111
Rabi       ,Maharashtra,1001.6,7887,0.235,East,Chalky,Rice,904.7969792,34.33146143,18.43,85.42,TRUE,TRUE,Rainy,79,7.325743959
Kharif     ,Maharashtra,1001.6,264165,1.76,North,Silt,Rice,965.8515564,23.74240662,18.43,84.98,TRUE,FALSE,Cloudy,84,6.518778138
Rabi       ,Maharashtra,1001.6,79134,1.730869565,West,Clay,Barley,272.3295186,35.12638189,18.22,84.67,TRUE,TRUE,Cloudy,110,4.509445019
Summer     ,Maharashtra,1001.6,11847,1.240454545,South,Loam,Maize,441.3593591,30.49841585,18.38,83.44,FALSE,TRUE,Rainy,144,4.522978442
Kharif     ,Maharashtra,1001.6,104016,0.273939394,West,Clay,Wheat,506.2829521,36.46684233,18.37,83.65,TRUE,TRUE,Cloudy,71,5.236698712
